   40 1134    11.340
   44 1055    10.550
45878    5    0.050
45823    5    0.050
45826    5    0.050
45830    5    0.050
45833    5    0.050
45834    5    0.050
21437    5    0.050
 3650    5    0.050
21434    5    0.050
18044    5    0.050
18973    5    0.050
 3634    5    0.050
 4688    5    0.050
20581    5    0.050
45891    5    0.050
23278    5    0.050
45919    5    0.050
21429    5    0.050
21424    5    0.050
45974    5    0.050
18065    5    0.050
45985    5    0.050
24244    5    0.050
32395    5    0.050
15484    5    0.050
11748    5    0.050
19698    5    0.050
15489    5    0.050
15491    5    0.050
32356    5    0.050
15496    5    0.050
15497    5    0.050
19305    5    0.050
28047    5    0.050
11721    5    0.050
32379    5    0.050
32394    5    0.050
11751    5    0.050
15507    5    0.050
32405    5    0.050
19702    5    0.050
19704    5    0.050
32448    5    0.050
19706    5    0.050
11663    5    0.050
11661    5    0.050
32486    5    0.050
22876    5    0.050
32517    5    0.050
11636    5    0.050
19312    5    0.050
19679    5    0.050
11877    5    0.050
11876    5    0.050
11869    5    0.050
32230    5    0.050
19680    5    0.050
11862    5    0.050
11833    5    0.050
15458    5    0.050
11826    5    0.050
19686    5    0.050
11805    5    0.050
32572    5    0.050
32285    5    0.050
22460    5    0.050
15467    5    0.050
32308    5    0.050
11784    5    0.050
28097    5    0.050
19693    5    0.050
11772    5    0.050
11769    5    0.050
32331    5    0.050
32334    5    0.050
32337    5    0.050
11449    5    0.050
32733    5    0.050
32738    5    0.050
32741    5    0.050
32744    5    0.050
32746    5    0.050
27937    5    0.050
15580    5    0.050
27923    5    0.050
11470    5    0.050
32758    5    0.050
15587    5    0.050
27907    5    0.050
15571    5    0.050
19294    5    0.050
32769    5    0.050
11435    5    0.050
32781    5    0.050
32782    5    0.050
11418    5    0.050
11415    5    0.050
32792    5    0.050
32796    5    0.050
11398    5    0.050
32828    5    0.050
32833    5    0.050
32686    5    0.050
32573    5    0.050
32581    5    0.050
15535    5    0.050
22877    5    0.050
11590    5    0.050
11586    5    0.050
32637    5    0.050
32641    5    0.050
27999    5    0.050
11573    5    0.050
11571    5    0.050
32682    5    0.050
11887    5    0.050
32688    5    0.050
11545    5    0.050
11541    5    0.050
11526    5    0.050
32708    5    0.050
11524    5    0.050
11522    5    0.050
19297    5    0.050
15565    5    0.050
11512    5    0.050
22443    5    0.050
32732    5    0.050
31854    5    0.050
12254    5    0.050
12252    5    0.050
12247    5    0.050
12246    5    0.050
28327    5    0.050
12241    5    0.050
12240    5    0.050
12236    5    0.050
31818    5    0.050
31824    5    0.050
22498    5    0.050
31851    5    0.050
15317    5    0.050
31867    5    0.050
31875    5    0.050
12190    5    0.050
12184    5    0.050
28312    5    0.050
31891    5    0.050
22492    5    0.050
31912    5    0.050
31917    5    0.050
12155    5    0.050
28299    5    0.050
12151    5    0.050
31714    5    0.050
31630    5    0.050
12397    5    0.050
28348    5    0.050
12378    5    0.050
12377    5    0.050
28343    5    0.050
15274    5    0.050
31663    5    0.050
31680    5    0.050
19632    5    0.050
31706    5    0.050
19635    5    0.050
31928    5    0.050
28336    5    0.050
12310    5    0.050
15297    5    0.050
19638    5    0.050
31737    5    0.050
31750    5    0.050
15304    5    0.050
31784    5    0.050
12267    5    0.050
31800    5    0.050
15315    5    0.050
31802    5    0.050
32171    5    0.050
32117    5    0.050
32118    5    0.050
11998    5    0.050
22474    5    0.050
32139    5    0.050
32146    5    0.050
11962    5    0.050
32156    5    0.050
11954    5    0.050
11949    5    0.050
32166    5    0.050
11944    5    0.050
32114    5    0.050
32181    5    0.050
32182    5    0.050
11925    5    0.050
11924    5    0.050
11922    5    0.050
11919    5    0.050
15437    5    0.050
15438    5    0.050
15439    5    0.050
11910    5    0.050
11897    5    0.050
11892    5    0.050
19321    5    0.050
31939    5    0.050
31946    5    0.050
15360    5    0.050
12117    5    0.050
31984    5    0.050
31986    5    0.050
31987    5    0.050
22478    5    0.050
31990    5    0.050
19325    5    0.050
32025    5    0.050
12078    5    0.050
11361    5    0.050
19320    5    0.050
12073    5    0.050
28196    5    0.050
12061    5    0.050
32044    5    0.050
12044    5    0.050
32079    5    0.050
28184    5    0.050
32085    5    0.050
28181    5    0.050
32093    5    0.050
28179    5    0.050
10677    5    0.050
19791    5    0.050
22389    5    0.050
33539    5    0.050
33541    5    0.050
33556    5    0.050
33564    5    0.050
33567    5    0.050
33573    5    0.050
33579    5    0.050
27491    5    0.050
10703    5    0.050
10688    5    0.050
27525    5    0.050
10651    5    0.050
27471    5    0.050
33612    5    0.050
33613    5    0.050
10594    5    0.050
27468    5    0.050
33619    5    0.050
33628    5    0.050
33629    5    0.050
10582    5    0.050
33643    5    0.050
10575    5    0.050
10888    5    0.050
33417    5    0.050
33427    5    0.050
33429    5    0.050
33440    5    0.050
33441    5    0.050
27580    5    0.050
33443    5    0.050
33444    5    0.050
27578    5    0.050
27572    5    0.050
22903    5    0.050
33457    5    0.050
10573    5    0.050
10875    5    0.050
27559    5    0.050
22906    5    0.050
27557    5    0.050
33480    5    0.050
10864    5    0.050
33491    5    0.050
19260    5    0.050
10856    5    0.050
10848    5    0.050
27534    5    0.050
15809    5    0.050
10299    5    0.050
33864    5    0.050
15902    5    0.050
10389    5    0.050
33869    5    0.050
19817    5    0.050
33888    5    0.050
10316    5    0.050
10311    5    0.050
33916    5    0.050
33940    5    0.050
27356    5    0.050
33944    5    0.050
33863    5    0.050
33948    5    0.050
27351    5    0.050
27350    5    0.050
33960    5    0.050
33987    5    0.050
10279    5    0.050
33999    5    0.050
34009    5    0.050
34020    5    0.050
34035    5    0.050
10248    5    0.050
34046    5    0.050
10501    5    0.050
33662    5    0.050
10545    5    0.050
15861    5    0.050
33674    5    0.050
22369    5    0.050
19808    5    0.050
33746    5    0.050
33748    5    0.050
33755    5    0.050
15872    5    0.050
33762    5    0.050
10503    5    0.050
15769    5    0.050
10486    5    0.050
10484    5    0.050
33792    5    0.050
33796    5    0.050
33804    5    0.050
33823    5    0.050
10449    5    0.050
15893    5    0.050
33840    5    0.050
33844    5    0.050
33860    5    0.050
10403    5    0.050
27732    5    0.050
15650    5    0.050
19280    5    0.050
11246    5    0.050
27770    5    0.050
33002    5    0.050
33010    5    0.050
33011    5    0.050
33017    5    0.050
33029    5    0.050
11219    5    0.050
11201    5    0.050
27736    5    0.050
11285    5    0.050
11191    5    0.050
15672    5    0.050
33052    5    0.050
22894    5    0.050
27722    5    0.050
27720    5    0.050
11173    5    0.050
11172    5    0.050
11171    5    0.050
15683    5    0.050
27699    5    0.050
11159    5    0.050
22428    5    0.050
32862    5    0.050
22881    5    0.050
32866    5    0.050
11338    5    0.050
32883    5    0.050
22883    5    0.050
27845    5    0.050
32885    5    0.050
32904    5    0.050
22429    5    0.050
22884    5    0.050
32916    5    0.050
11151    5    0.050
27818    5    0.050
32944    5    0.050
27811    5    0.050
32945    5    0.050
32949    5    0.050
22890    5    0.050
27800    5    0.050
32952    5    0.050
32953    5    0.050
27793    5    0.050
32957    5    0.050
15647    5    0.050
33317    5    0.050
33268    5    0.050
33282    5    0.050
33293    5    0.050
15733    5    0.050
15734    5    0.050
11043    5    0.050
33298    5    0.050
15738    5    0.050
11038    5    0.050
15741    5    0.050
19775    5    0.050
11027    5    0.050
11057    5    0.050
33320    5    0.050
11012    5    0.050
10997    5    0.050
27616    5    0.050
15756    5    0.050
33356    5    0.050
33359    5    0.050
27610    5    0.050
33362    5    0.050
33369    5    0.050
33378    5    0.050
33413    5    0.050
27651    5    0.050
11150    5    0.050
19757    5    0.050
27676    5    0.050
27673    5    0.050
33111    5    0.050
33123    5    0.050
27662    5    0.050
33128    5    0.050
33136    5    0.050
33145    5    0.050
15704    5    0.050
33157    5    0.050
31626    5    0.050
33158    5    0.050
19269    5    0.050
22900    5    0.050
19267    5    0.050
33175    5    0.050
11093    5    0.050
33235    5    0.050
33238    5    0.050
22413    5    0.050
11061    5    0.050
11060    5    0.050
33265    5    0.050
30104    5    0.050
14789    5    0.050
13733    5    0.050
13731    5    0.050
13723    5    0.050
13684    5    0.050
13669    5    0.050
13668    5    0.050
30052    5    0.050
30073    5    0.050
13638    5    0.050
30082    5    0.050
30100    5    0.050
13754    5    0.050
30108    5    0.050
30118    5    0.050
13624    5    0.050
30126    5    0.050
13621    5    0.050
30142    5    0.050
14828    5    0.050
13598    5    0.050
30166    5    0.050
30174    5    0.050
14838    5    0.050
13569    5    0.050
13852    5    0.050
13904    5    0.050
14748    5    0.050
29754    5    0.050
28978    5    0.050
29758    5    0.050
29773    5    0.050
29782    5    0.050
29787    5    0.050
29806    5    0.050
29807    5    0.050
29813    5    0.050
14760    5    0.050
13565    5    0.050
13841    5    0.050
29822    5    0.050
19368    5    0.050
13829    5    0.050
19447    5    0.050
29846    5    0.050
29871    5    0.050
29884    5    0.050
29900    5    0.050
13787    5    0.050
13780    5    0.050
29964    5    0.050
13380    5    0.050
30385    5    0.050
30392    5    0.050
13414    5    0.050
13413    5    0.050
19499    5    0.050
30424    5    0.050
19501    5    0.050
30432    5    0.050
28903    5    0.050
19503    5    0.050
30448    5    0.050
30452    5    0.050
13447    5    0.050
28900    5    0.050
13375    5    0.050
13363    5    0.050
30493    5    0.050
30512    5    0.050
30514    5    0.050
13330    5    0.050
30521    5    0.050
19514    5    0.050
30534    5    0.050
13319    5    0.050
30548    5    0.050
28931    5    0.050
30195    5    0.050
13555    5    0.050
13545    5    0.050
30239    5    0.050
28942    5    0.050
30254    5    0.050
30266    5    0.050
22689    5    0.050
22782    5    0.050
28934    5    0.050
30301    5    0.050
22672    5    0.050
14744    5    0.050
28928    5    0.050
30315    5    0.050
14868    5    0.050
30319    5    0.050
30328    5    0.050
13484    5    0.050
13479    5    0.050
13475    5    0.050
13472    5    0.050
30347    5    0.050
14878    5    0.050
30365    5    0.050
29422    5    0.050
29361    5    0.050
29362    5    0.050
29364    5    0.050
14417    5    0.050
14627    5    0.050
14405    5    0.050
14387    5    0.050
29138    5    0.050
29379    5    0.050
14376    5    0.050
14373    5    0.050
14365    5    0.050
29356    5    0.050
14336    5    0.050
29122    5    0.050
29433    5    0.050
29438    5    0.050
22753    5    0.050
22772    5    0.050
22774    5    0.050
29452    5    0.050
14319    5    0.050
14318    5    0.050
14315    5    0.050
29456    5    0.050
29219    5    0.050
14569    5    0.050
29167    5    0.050
19393    5    0.050
29176    5    0.050
14532    5    0.050
14531    5    0.050
14525    5    0.050
29188    5    0.050
14586    5    0.050
19395    5    0.050
29210    5    0.050
29215    5    0.050
14302    5    0.050
14595    5    0.050
29228    5    0.050
14494    5    0.050
14490    5    0.050
29233    5    0.050
14486    5    0.050
29290    5    0.050
29308    5    0.050
29310    5    0.050
14609    5    0.050
29312    5    0.050
29351    5    0.050
14723    5    0.050
14100    5    0.050
29018    5    0.050
14090    5    0.050
14056    5    0.050
14052    5    0.050
14051    5    0.050
29004    5    0.050
14713    5    0.050
29650    5    0.050
22739    5    0.050
29665    5    0.050
29686    5    0.050
14102    5    0.050
29694    5    0.050
29708    5    0.050
19438    5    0.050
29716    5    0.050
28984    5    0.050
13976    5    0.050
29733    5    0.050
14737    5    0.050
14739    5    0.050
29734    5    0.050
13949    5    0.050
29737    5    0.050
22748    5    0.050
29459    5    0.050
29464    5    0.050
29471    5    0.050
29478    5    0.050
14279    5    0.050
29493    5    0.050
29090    5    0.050
14667    5    0.050
29523    5    0.050
29084    5    0.050
14213    5    0.050
14212    5    0.050
19516    5    0.050
29545    5    0.050
29554    5    0.050
29584    5    0.050
29061    5    0.050
29059    5    0.050
14132    5    0.050
14691    5    0.050
14128    5    0.050
14124    5    0.050
29605    5    0.050
14108    5    0.050
29025    5    0.050
15167    5    0.050
12669    5    0.050
28601    5    0.050
15151    5    0.050
31302    5    0.050
28599    5    0.050
31306    5    0.050
12646    5    0.050
31315    5    0.050
31334    5    0.050
12638    5    0.050
31335    5    0.050
12623    5    0.050
12670    5    0.050
12622    5    0.050
22821    5    0.050
15171    5    0.050
28565    5    0.050
31356    5    0.050
15175    5    0.050
12612    5    0.050
31386    5    0.050
28540    5    0.050
28537    5    0.050
31397    5    0.050
12597    5    0.050
31183    5    0.050
31120    5    0.050
12821    5    0.050
31135    5    0.050
28660    5    0.050
28656    5    0.050
12775    5    0.050
12773    5    0.050
22552    5    0.050
15115    5    0.050
12751    5    0.050
31180    5    0.050
12737    5    0.050
15188    5    0.050
12723    5    0.050
12722    5    0.050
28610    5    0.050
31218    5    0.050
12708    5    0.050
15134    5    0.050
31226    5    0.050
22540    5    0.050
12700    5    0.050
22531    5    0.050
31285    5    0.050
31290    5    0.050
12432    5    0.050
31539    5    0.050
12470    5    0.050
12467    5    0.050
31547    5    0.050
31559    5    0.050
31560    5    0.050
12451    5    0.050
31575    5    0.050
31589    5    0.050
31590    5    0.050
15240    5    0.050
28402    5    0.050
31528    5    0.050
12425    5    0.050
28401    5    0.050
31604    5    0.050
12419    5    0.050
19335    5    0.050
28380    5    0.050
12418    5    0.050
31611    5    0.050
31612    5    0.050
22832    5    0.050
12408    5    0.050
19625    5    0.050
28492    5    0.050
28532    5    0.050
31416    5    0.050
28525    5    0.050
31431    5    0.050
15194    5    0.050
15195    5    0.050
31432    5    0.050
15197    5    0.050
28513    5    0.050
12564    5    0.050
12550    5    0.050
31455    5    0.050
12837    5    0.050
12544    5    0.050
31459    5    0.050
31464    5    0.050
31467    5    0.050
12529    5    0.050
28472    5    0.050
31505    5    0.050
31518    5    0.050
12510    5    0.050
31521    5    0.050
12506    5    0.050
12500    5    0.050
13127    5    0.050
22637    5    0.050
14977    5    0.050
30719    5    0.050
30744    5    0.050
14981    5    0.050
14982    5    0.050
30759    5    0.050
13151    5    0.050
30799    5    0.050
13134    5    0.050
30803    5    0.050
22632    5    0.050
13186    5    0.050
13126    5    0.050
22630    5    0.050
13123    5    0.050
30826    5    0.050
13118    5    0.050
30834    5    0.050
30841    5    0.050
13094    5    0.050
13087    5    0.050
19541    5    0.050
15014    5    0.050
30871    5    0.050
22640    5    0.050
30556    5    0.050
13294    5    0.050
14932    5    0.050
30580    5    0.050
19522    5    0.050
30622    5    0.050
30641    5    0.050
30667    5    0.050
30671    5    0.050
30675    5    0.050
30676    5    0.050
13226    5    0.050
13066    5    0.050
28832    5    0.050
13221    5    0.050
30690    5    0.050
30694    5    0.050
30696    5    0.050
28827    5    0.050
28825    5    0.050
28822    5    0.050
13196    5    0.050
13194    5    0.050
28820    5    0.050
30712    5    0.050
22810    5    0.050
28726    5    0.050
12970    5    0.050
12965    5    0.050
12964    5    0.050
12962    5    0.050
31012    5    0.050
31013    5    0.050
15070    5    0.050
12924    5    0.050
12921    5    0.050
31048    5    0.050
22583    5    0.050
12983    5    0.050
12907    5    0.050
12900    5    0.050
22579    5    0.050
31063    5    0.050
12879    5    0.050
31066    5    0.050
15089    5    0.050
31082    5    0.050
31096    5    0.050
12864    5    0.050
12851    5    0.050
12841    5    0.050
30911    5    0.050
15018    5    0.050
30878    5    0.050
30881    5    0.050
22625    5    0.050
15025    5    0.050
13052    5    0.050
30899    5    0.050
22622    5    0.050
13036    5    0.050
28764    5    0.050
30905    5    0.050
22616    5    0.050
39663    5    0.050
22799    5    0.050
13017    5    0.050
13008    5    0.050
15042    5    0.050
30942    5    0.050
30959    5    0.050
22597    5    0.050
30966    5    0.050
15052    5    0.050
30973    5    0.050
30975    5    0.050
15055    5    0.050
37793    5    0.050
22046    5    0.050
 8221    5    0.050
37768    5    0.050
 8208    5    0.050
 8206    5    0.050
 8205    5    0.050
37775    5    0.050
37790    5    0.050
 8196    5    0.050
 8195    5    0.050
 8187    5    0.050
37792    5    0.050
16652    5    0.050
26209    5    0.050
37794    5    0.050
22037    5    0.050
37803    5    0.050
20076    5    0.050
16676    5    0.050
23037    5    0.050
 8156    5    0.050
37839    5    0.050
26164    5    0.050
37840    5    0.050
26145    5    0.050
 8301    5    0.050
22069    5    0.050
37554    5    0.050
 8339    5    0.050
 8335    5    0.050
37572    5    0.050
37593    5    0.050
37598    5    0.050
 8323    5    0.050
 8320    5    0.050
 8319    5    0.050
 8317    5    0.050
37668    5    0.050
37841    5    0.050
 8296    5    0.050
20065    5    0.050
26256    5    0.050
 8278    5    0.050
16643    5    0.050
37713    5    0.050
37722    5    0.050
 8251    5    0.050
37724    5    0.050
26244    5    0.050
 8244    5    0.050
 7954    5    0.050
 8007    5    0.050
37982    5    0.050
20087    5    0.050
38004    5    0.050
 7974    5    0.050
38039    5    0.050
16735    5    0.050
 7964    5    0.050
23042    5    0.050
38102    5    0.050
 7958    5    0.050
22000    5    0.050
37980    5    0.050
21999    5    0.050
 7951    5    0.050
 7944    5    0.050
38162    5    0.050
 7935    5    0.050
 7932    5    0.050
38207    5    0.050
38215    5    0.050
26007    5    0.050
 7903    5    0.050
38227    5    0.050
38255    5    0.050
 8071    5    0.050
37843    5    0.050
37844    5    0.050
26126    5    0.050
37846    5    0.050
26121    5    0.050
37847    5    0.050
37856    5    0.050
26112    5    0.050
22009    5    0.050
 8079    5    0.050
16706    5    0.050
 8073    5    0.050
26300    5    0.050
26097    5    0.050
26096    5    0.050
 8062    5    0.050
 8053    5    0.050
26092    5    0.050
26090    5    0.050
26082    5    0.050
37936    5    0.050
26077    5    0.050
22006    5    0.050
26073    5    0.050
37091    5    0.050
20021    5    0.050
36997    5    0.050
 8652    5    0.050
37008    5    0.050
 8645    5    0.050
37017    5    0.050
20023    5    0.050
37038    5    0.050
37042    5    0.050
 8625    5    0.050
 8619    5    0.050
37080    5    0.050
36994    5    0.050
 8605    5    0.050
 8603    5    0.050
 8598    5    0.050
37116    5    0.050
 8585    5    0.050
 8579    5    0.050
37143    5    0.050
37144    5    0.050
 8575    5    0.050
37148    5    0.050
 8562    5    0.050
26421    5    0.050
36870    5    0.050
36673    5    0.050
22160    5    0.050
36690    5    0.050
36762    5    0.050
36783    5    0.050
36791    5    0.050
 8769    5    0.050
 8753    5    0.050
36814    5    0.050
20005    5    0.050
22149    5    0.050
36863    5    0.050
16540    5    0.050
20007    5    0.050
22145    5    0.050
 8711    5    0.050
 8707    5    0.050
 8701    5    0.050
26500    5    0.050
26498    5    0.050
36945    5    0.050
36952    5    0.050
26494    5    0.050
36964    5    0.050
37418    5    0.050
37361    5    0.050
16577    5    0.050
26363    5    0.050
26362    5    0.050
26360    5    0.050
37376    5    0.050
37404    5    0.050
37406    5    0.050
26352    5    0.050
 8416    5    0.050
 8412    5    0.050
 8405    5    0.050
37342    5    0.050
 8400    5    0.050
37442    5    0.050
 8388    5    0.050
37449    5    0.050
16603    5    0.050
26343    5    0.050
19164    5    0.050
 8378    5    0.050
37460    5    0.050
37486    5    0.050
 8361    5    0.050
37491    5    0.050
 8476    5    0.050
37190    5    0.050
37195    5    0.050
 8536    5    0.050
37220    5    0.050
26391    5    0.050
26390    5    0.050
37238    5    0.050
16551    5    0.050
37265    5    0.050
37269    5    0.050
22099    5    0.050
 8491    5    0.050
26000    5    0.050
 8468    5    0.050
22087    5    0.050
 8461    5    0.050
37328    5    0.050
 8453    5    0.050
26375    5    0.050
 8452    5    0.050
 8451    5    0.050
16571    5    0.050
37334    5    0.050
37336    5    0.050
39230    5    0.050
39168    5    0.050
39176    5    0.050
25578    5    0.050
39198    5    0.050
39201    5    0.050
 7208    5    0.050
39217    5    0.050
 7202    5    0.050
25566    5    0.050
25552    5    0.050
 7185    5    0.050
39224    5    0.050
25586    5    0.050
39235    5    0.050
21878    5    0.050
39240    5    0.050
23123    5    0.050
39242    5    0.050
25526    5    0.050
25525    5    0.050
25522    5    0.050
39245    5    0.050
25519    5    0.050
 7164    5    0.050
21877    5    0.050
25626    5    0.050
39114    5    0.050
 7328    5    0.050
25652    5    0.050
23093    5    0.050
25650    5    0.050
25645    5    0.050
25644    5    0.050
23096    5    0.050
 7321    5    0.050
25631    5    0.050
25629    5    0.050
25628    5    0.050
39266    5    0.050
39128    5    0.050
39134    5    0.050
23107    5    0.050
21888    5    0.050
 7291    5    0.050
 7289    5    0.050
39153    5    0.050
 7278    5    0.050
21884    5    0.050
21882    5    0.050
21881    5    0.050
39505    5    0.050
21871    5    0.050
 7058    5    0.050
 7057    5    0.050
 7051    5    0.050
 7048    5    0.050
39474    5    0.050
 7041    5    0.050
 7030    5    0.050
39480    5    0.050
39484    5    0.050
20185    5    0.050
39499    5    0.050
25455    5    0.050
25442    5    0.050
25438    5    0.050
39517    5    0.050
39521    5    0.050
 6988    5    0.050
39562    5    0.050
20192    5    0.050
 6958    5    0.050
39590    5    0.050
17088    5    0.050
39615    5    0.050
39658    5    0.050
39393    5    0.050
19094    5    0.050
39268    5    0.050
25506    5    0.050
20171    5    0.050
39324    5    0.050
39339    5    0.050
39361    5    0.050
 7105    5    0.050
39374    5    0.050
19089    5    0.050
19088    5    0.050
39387    5    0.050
 7335    5    0.050
39407    5    0.050
25468    5    0.050
17044    5    0.050
23138    5    0.050
23141    5    0.050
25463    5    0.050
19083    5    0.050
 7072    5    0.050
17054    5    0.050
39427    5    0.050
39436    5    0.050
19128    5    0.050
38588    5    0.050
 7753    5    0.050
25890    5    0.050
25878    5    0.050
38611    5    0.050
21951    5    0.050
 7730    5    0.050
38662    5    0.050
25864    5    0.050
 7722    5    0.050
 7718    5    0.050
38697    5    0.050
38586    5    0.050
38716    5    0.050
 7701    5    0.050
20126    5    0.050
 7689    5    0.050
 7675    5    0.050
 7664    5    0.050
38743    5    0.050
38807    5    0.050
 7634    5    0.050
 7628    5    0.050
25818    5    0.050
 7627    5    0.050
38443    5    0.050
 7892    5    0.050
 7891    5    0.050
 7888    5    0.050
38289    5    0.050
38297    5    0.050
25989    5    0.050
 7879    5    0.050
25980    5    0.050
38392    5    0.050
38409    5    0.050
 7849    5    0.050
38433    5    0.050
19126    5    0.050
 7837    5    0.050
38463    5    0.050
21982    5    0.050
 7827    5    0.050
25931    5    0.050
21978    5    0.050
25927    5    0.050
25920    5    0.050
 7787    5    0.050
25915    5    0.050
38572    5    0.050
 7394    5    0.050
25735    5    0.050
38999    5    0.050
 7449    5    0.050
 7447    5    0.050
25719    5    0.050
25717    5    0.050
39059    5    0.050
25715    5    0.050
25713    5    0.050
 7425    5    0.050
21910    5    0.050
39072    5    0.050
 7481    5    0.050
25702    5    0.050
39081    5    0.050
25698    5    0.050
39083    5    0.050
25692    5    0.050
25687    5    0.050
39093    5    0.050
39094    5    0.050
 7353    5    0.050
 7346    5    0.050
 7344    5    0.050
39108    5    0.050
 7573    5    0.050
 7625    5    0.050
 7623    5    0.050
20135    5    0.050
 7606    5    0.050
38875    5    0.050
38876    5    0.050
38888    5    0.050
20138    5    0.050
38898    5    0.050
 7577    5    0.050
23070    5    0.050
25767    5    0.050
10237    5    0.050
38932    5    0.050
25760    5    0.050
 7564    5    0.050
 7561    5    0.050
 7556    5    0.050
38948    5    0.050
38951    5    0.050
38978    5    0.050
38988    5    0.050
 7491    5    0.050
19116    5    0.050
35597    5    0.050
35571    5    0.050
19226    5    0.050
 9758    5    0.050
19942    5    0.050
16036    5    0.050
 9427    5    0.050
10025    5    0.050
 9425    5    0.050
35593    5    0.050
16252    5    0.050
 9915    5    0.050
16264    5    0.050
22245    5    0.050
34400    5    0.050
34605    5    0.050
10049    5    0.050
 9399    5    0.050
34882    5    0.050
16271    5    0.050
35410    5    0.050
 9470    5    0.050
22346    5    0.050
 9467    5    0.050
16235    5    0.050
26742    5    0.050
35407    5    0.050
 9917    5    0.050
34423    5    0.050
26737    5    0.050
 9763    5    0.050
22266    5    0.050
26728    5    0.050
26935    5    0.050
16134    5    0.050
35502    5    0.050
34417    5    0.050
35520    5    0.050
35528    5    0.050
 9321    5    0.050
16286    5    0.050
34362    5    0.050
35752    5    0.050
35770    5    0.050
16290    5    0.050
35778    5    0.050
 9340    5    0.050
 9324    5    0.050
27143    5    0.050
 9358    5    0.050
35849    5    0.050
 9308    5    0.050
22209    5    0.050
 9305    5    0.050
16305    5    0.050
22353    5    0.050
27149    5    0.050
26674    5    0.050
16026    5    0.050
35649    5    0.050
35657    5    0.050
34868    5    0.050
22306    5    0.050
22349    5    0.050
16275    5    0.050
10052    5    0.050
35673    5    0.050
35675    5    0.050
35398    5    0.050
34371    5    0.050
19952    5    0.050
16023    5    0.050
35702    5    0.050
10057    5    0.050
 9370    5    0.050
22352    5    0.050
 9364    5    0.050
27085    5    0.050
34583    5    0.050
19223    5    0.050
34908    5    0.050
 9731    5    0.050
26850    5    0.050
26840    5    0.050
 9979    5    0.050
19866    5    0.050
 9675    5    0.050
34909    5    0.050
 9668    5    0.050
 9664    5    0.050
19916    5    0.050
 9643    5    0.050
 9642    5    0.050
 9641    5    0.050
34490    5    0.050
35081    5    0.050
34949    5    0.050
22296    5    0.050
27050    5    0.050
 9941    5    0.050
16154    5    0.050
 9943    5    0.050
 9708    5    0.050
26896    5    0.050
22337    5    0.050
 9706    5    0.050
35089    5    0.050
19908    5    0.050
26878    5    0.050
34957    5    0.050
26877    5    0.050
34960    5    0.050
34525    5    0.050
19205    5    0.050
26897    5    0.050
22282    5    0.050
19921    5    0.050
35229    5    0.050
35235    5    0.050
27031    5    0.050
26774    5    0.050
35239    5    0.050
34479    5    0.050
26767    5    0.050
27102    5    0.050
26924    5    0.050
35305    5    0.050
16047    5    0.050
 9498    5    0.050
 9750    5    0.050
 9757    5    0.050
27106    5    0.050
 9926    5    0.050
16229    5    0.050
35158    5    0.050
19200    5    0.050
 9735    5    0.050
34890    5    0.050
19918    5    0.050
34486    5    0.050
34484    5    0.050
16056    5    0.050
27095    5    0.050
34483    5    0.050
35864    5    0.050
35174    5    0.050
35193    5    0.050
35210    5    0.050
 9564    5    0.050
22996    5    0.050
26782    5    0.050
19218    5    0.050
 9554    5    0.050
 8976    5    0.050
 8998    5    0.050
34199    5    0.050
19842    5    0.050
26571    5    0.050
34191    5    0.050
36304    5    0.050
 8989    5    0.050
36339    5    0.050
26558    5    0.050
27239    5    0.050
 8970    5    0.050
36362    5    0.050
16420    5    0.050
 8964    5    0.050
10146    5    0.050
26984    5    0.050
36379    5    0.050
 8948    5    0.050
26535    5    0.050
34776    5    0.050
19980    5    0.050
36196    5    0.050
34348    5    0.050
27211    5    0.050
34209    5    0.050
 9090    5    0.050
36214    5    0.050
36240    5    0.050
27217    5    0.050
16431    5    0.050
34205    5    0.050
 9067    5    0.050
22175    5    0.050
26582    5    0.050
 9033    5    0.050
16401    5    0.050
36290    5    0.050
 9021    5    0.050
36602    5    0.050
10223    5    0.050
 9880    5    0.050
36507    5    0.050
 8858    5    0.050
10224    5    0.050
36573    5    0.050
34080    5    0.050
15945    5    0.050
34701    5    0.050
10220    5    0.050
22166    5    0.050
34066    5    0.050
22329    5    0.050
36648    5    0.050
 9866    5    0.050
36667    5    0.050
34055    5    0.050
15940    5    0.050
34641    5    0.050
 8876    5    0.050
34190    5    0.050
36437    5    0.050
15969    5    0.050
27267    5    0.050
26534    5    0.050
36441    5    0.050
10168    5    0.050
26986    5    0.050
36452    5    0.050
10120    5    0.050
27272    5    0.050
26987    5    0.050
34735    5    0.050
34702    5    0.050
34106    5    0.050
34101    5    0.050
10215    5    0.050
26990    5    0.050
 9266    5    0.050
26640    5    0.050
16122    5    0.050
 9795    5    0.050
16328    5    0.050
27169    5    0.050
34306    5    0.050
19189    5    0.050
 9269    5    0.050
 9267    5    0.050
34313    5    0.050
10091    5    0.050
26976    5    0.050
16335    5    0.050
34799    5    0.050
16336    5    0.050
16379    5    0.050
35964    5    0.050
 9258    5    0.050
 9289    5    0.050
19876    5    0.050
 9301    5    0.050
26662    5    0.050
35880    5    0.050
10077    5    0.050
34323    5    0.050
34835    5    0.050
 9292    5    0.050
 9896    5    0.050
34290    5    0.050
22205    5    0.050
16319    5    0.050
10081    5    0.050
16320    5    0.050
 9286    5    0.050
22203    5    0.050
22201    5    0.050
